日期,月份,名稱,aqi,人口密度,距火力發電廠30km內,工業區3km內,人口密度分類
2018/1/1,1,基隆,70,4960.5,0,1,高
2018/1/1,1,士林,64,4268.66,0,1,高
2018/1/1,1,中山,63,15150.13,0,1,高
2018/1/1,1,松山,70,21938.76,0,1,高
2018/1/1,1,萬華,69,23176.76,0,1,高
2018/1/1,1,古亭,56,25113.01,0,1,高
2018/1/1,1,淡水,55,2745.9,0,1,高
2018/1/1,1,林口,63,2449.05,0,0,高
2018/1/1,1,菜寮,63,23484.00735,0,0,高
2018/1/1,1,汐止,76,2941.086468,0,1,高
2018/1/1,1,新莊,56,21457.80142,0,1,高
2018/1/1,1,板橋,68,23950.64823,0,1,高
2018/1/1,1,土城,64,8141.271989,0,1,高
2018/1/1,1,新店,72,2533.901688,0,1,高
2018/1/1,1,萬里,74,329.5992427,1,1,低
2018/1/1,1,桃園,64,12062.8,0,0,高
2018/1/1,1,大園,65,961.3,0,0,中
2018/1/1,1,平鎮,58,4738.8,0,1,高
2018/1/1,1,龍潭,67,1735.9,0,0,中
2018/1/1,1,新竹,54,6620.7,0,1,高
2018/1/1,1,湖口,61,1510.5,0,1,中
2018/1/1,1,竹東,54,1866.8,0,1,中
2018/1/1,1,苗栗,69,2361.2,0,1,高
2018/1/1,1,三義,69,209.4,0,1,低
2018/1/1,1,西屯,69,6068.2,0,0,高
2018/1/1,1,忠明,66,5531.2,0,1,高
2018/1/1,1,豐原,64,3707.3,0,1,高
2018/1/1,1,沙鹿,70,2114.1,0,1,高
2018/1/1,1,大里,67,7279.1,0,1,高
2018/1/1,1,彰化,91,3506.0,0,1,高
2018/1/1,1,二林,80,507.2,0,0,中
2018/1/1,1,南投,81,1458.5,1,0,中
2018/1/1,1,竹山,140,199.9,1,0,低
2018/1/1,1,崙背,106,377.7,0,1,低
2018/1/1,1,斗六,88,1149.5,0,0,中
2018/1/1,1,嘉義,107,4353.4,0,1,高
2018/1/1,1,新港,94,438.9,0,1,低
2018/1/1,1,朴子,86,798.9,0,0,中
2018/1/1,1,安南,99,1746.4,0,1,中
2018/1/1,1,臺南,104,14553.4,0,0,高
2018/1/1,1,新營,99,1891.2,0,1,中
2018/1/1,1,善化,109,756.6,0,0,中
2018/1/1,1,楠梓,154,7691.5,0,0,高
2018/1/1,1,左營,143,11048.2,0,1,高
2018/1/1,1,前金,154,13156.3,0,1,高
2018/1/1,1,小港,153,3671.1,0,0,高
2018/1/1,1,美濃,141,268.1,0,1,低
2018/1/1,1,仁武,152,2145.2,0,0,高
2018/1/1,1,大寮,156,1657.3,0,0,中
2018/1/1,1,林園,140,2148.8,0,0,高
2018/1/1,1,屏東,160,3055.3,0,0,高
2018/1/1,1,潮州,165,1165.0,0,1,中
2018/1/1,1,恆春,48,198.5,1,1,低
2018/1/1,1,宜蘭,63,3196.1,1,0,高
2018/1/1,1,冬山,37,633.1,1,0,中
2018/1/1,1,花蓮,40,94.3,1,1,低
2018/1/1,1,臺東,39,1010.0,1,0,中
2018/1/1,1,馬祖,158,683.5,0,1,中
2018/1/1,1,金門,153,793.4,1,1,中
2018/1/1,1,馬公,156,1664.3,1,1,中
2018/1/2,1,基隆,37,4960.5,0,1,高
2018/1/2,1,士林,41,4268.66,0,1,高
2018/1/2,1,中山,37,15150.13,0,1,高
2018/1/2,1,松山,38,21938.76,0,1,高
2018/1/2,1,萬華,30,23176.76,0,1,高
2018/1/2,1,古亭,37,25113.01,0,1,高
2018/1/2,1,淡水,31,2745.895839,0,1,高
2018/1/2,1,林口,42,2449.048938,0,0,高
2018/1/2,1,菜寮,40,23484.00735,0,0,高
2018/1/2,1,汐止,47,2941.086468,0,1,高
2018/1/2,1,新莊,37,21457.80142,0,1,高
2018/1/2,1,板橋,39,23950.64823,0,1,高
2018/1/2,1,土城,37,8141.271989,0,1,高
2018/1/2,1,新店,41,2533.901688,0,1,高
2018/1/2,1,萬里,45,329.5992427,1,1,低
2018/1/2,1,桃園,33,12062.8,0,0,高
2018/1/2,1,大園,36,961.3,0,0,中
2018/1/2,1,平鎮,35,4738.8,0,1,高
2018/1/2,1,龍潭,36,1735.9,0,0,中
2018/1/2,1,新竹,50,6620.7,0,1,高
2018/1/2,1,湖口,42,1510.5,0,1,中
2018/1/2,1,竹東,55,1866.8,0,1,中
2018/1/2,1,苗栗,70,2361.2,0,1,高
2018/1/2,1,三義,63,209.4,0,1,低
2018/1/2,1,西屯,83,6068.2,0,0,高
2018/1/2,1,忠明,78,5531.2,0,1,高
2018/1/2,1,豐原,54,3707.3,0,1,高
2018/1/2,1,沙鹿,73,2114.1,0,1,高
2018/1/2,1,大里,66,7279.1,0,1,高
2018/1/2,1,彰化,80,3506.0,0,1,高
2018/1/2,1,二林,73,507.2,0,0,中
2018/1/2,1,南投,97,1458.5,1,0,中
2018/1/2,1,竹山,112,199.9,1,0,低
2018/1/2,1,崙背,98,377.7,0,1,低
2018/1/2,1,斗六,108,1149.5,0,0,中
2018/1/2,1,嘉義,115,4353.4,0,1,高
2018/1/2,1,新港,86,438.9,0,1,低
2018/1/2,1,朴子,84,798.9,0,0,中
2018/1/2,1,安南,104,1746.4,0,1,中
2018/1/2,1,臺南,102,14553.4,0,0,高
2018/1/2,1,新營,102,1891.2,0,1,中
2018/1/2,1,善化,94,756.6,0,0,中
2018/1/2,1,楠梓,133,7691.5,0,0,高
2018/1/2,1,左營,123,11048.2,0,1,高
2018/1/2,1,前金,120,13156.3,0,1,高
2018/1/2,1,小港,124,3671.1,0,0,高
2018/1/2,1,美濃,117,268.1,0,1,低
2018/1/2,1,仁武,118,2145.2,0,0,高
2018/1/2,1,大寮,126,1657.3,0,0,中
2018/1/2,1,林園,100,2148.8,0,0,高
2018/1/2,1,屏東,141,3055.3,0,0,高
2018/1/2,1,潮州,115,1165.0,0,1,中
2018/1/2,1,恆春,44,198.5,1,1,低
2018/1/2,1,宜蘭,49,3196.1,1,0,高
2018/1/2,1,冬山,34,633.1,1,0,中
2018/1/2,1,花蓮,39,94.3,1,1,低
2018/1/2,1,臺東,42,1010.0,1,0,中
2018/1/2,1,馬祖,104,683.5,0,1,中
2018/1/2,1,金門,98,793.4,1,1,中
2018/1/2,1,馬公,67,1664.3,1,1,中
2018/1/3,1,基隆,37,4960.5,0,1,高
2018/1/3,1,士林,37,4268.66,0,1,高
2018/1/3,1,中山,35,15150.13,0,1,高
2018/1/3,1,松山,38,21938.76,0,1,高
2018/1/3,1,萬華,30,23176.76,0,1,高
2018/1/3,1,古亭,33,25113.01,0,1,高
2018/1/3,1,淡水,31,2745.895839,0,1,高
2018/1/3,1,林口,36,2449.048938,0,0,高
2018/1/3,1,菜寮,32,23484.00735,0,0,高
2018/1/3,1,汐止,42,2941.086468,0,1,高
2018/1/3,1,新莊,33,21457.80142,0,1,高
2018/1/3,1,板橋,41,23950.64823,0,1,高
2018/1/3,1,土城,34,8141.271989,0,1,高
2018/1/3,1,新店,37,2533.901688,0,1,高
2018/1/3,1,萬里,35,329.5992427,1,1,低
2018/1/3,1,桃園,38,12062.8,0,0,高
2018/1/3,1,大園,52,961.3,0,0,中
2018/1/3,1,平鎮,46,4738.8,0,1,高
2018/1/3,1,龍潭,55,1735.9,0,0,中
2018/1/3,1,新竹,104,6620.7,0,1,高
2018/1/3,1,湖口,69,1510.5,0,1,中
2018/1/3,1,竹東,101,1866.8,0,1,中
2018/1/3,1,苗栗,124,2361.2,0,1,高
2018/1/3,1,三義,127,209.4,0,1,低
2018/1/3,1,西屯,148,6068.2,0,0,高
2018/1/3,1,忠明,136,5531.2,0,1,高
2018/1/3,1,豐原,113,3707.3,0,1,高
2018/1/3,1,沙鹿,119,2114.1,0,1,高
2018/1/3,1,大里,106,7279.1,0,1,高
2018/1/3,1,彰化,148,3506.0,0,1,高
2018/1/3,1,二林,106,507.2,0,0,中
2018/1/3,1,南投,154,1458.5,1,0,中
2018/1/3,1,竹山,160,199.9,1,0,低
2018/1/3,1,崙背,122,377.7,0,1,低
2018/1/3,1,斗六,152,1149.5,0,0,中
2018/1/3,1,嘉義,150,4353.4,0,1,高
2018/1/3,1,新港,114,438.9,0,1,低
2018/1/3,1,朴子,91,798.9,0,0,中
2018/1/3,1,安南,103,1746.4,0,1,中
2018/1/3,1,臺南,100,14553.4,0,0,高
2018/1/3,1,新營,112,1891.2,0,1,中
2018/1/3,1,善化,91,756.6,0,0,中
2018/1/3,1,楠梓,133,7691.5,0,0,高
2018/1/3,1,左營,125,11048.2,0,1,高
2018/1/3,1,前金,147,13156.3,0,1,高
2018/1/3,1,小港,143,3671.1,0,0,高
2018/1/3,1,美濃,100,268.1,0,1,低
2018/1/3,1,仁武,131,2145.2,0,0,高
2018/1/3,1,大寮,134,1657.3,0,0,中
2018/1/3,1,林園,108,2148.8,0,0,高
2018/1/3,1,屏東,127,3055.3,0,0,高
2018/1/3,1,潮州,122,1165.0,0,1,中
2018/1/3,1,恆春,44,198.5,1,1,低
2018/1/3,1,宜蘭,40,3196.1,1,0,高
2018/1/3,1,冬山,37,633.1,1,0,中
2018/1/3,1,花蓮,32,94.3,1,1,低
2018/1/3,1,臺東,37,1010.0,1,0,中
2018/1/3,1,馬祖,26,683.5,0,1,中
2018/1/3,1,金門,60,793.4,1,1,中
2018/1/3,1,馬公,62,1664.3,1,1,中
2018/1/4,1,基隆,43,4960.5,0,1,高
2018/1/4,1,士林,41,4268.66,0,1,高
2018/1/4,1,中山,55,15150.13,0,1,高
2018/1/4,1,松山,61,21938.76,0,1,高
2018/1/4,1,萬華,58,23176.76,0,1,高
2018/1/4,1,古亭,55,25113.01,0,1,高
2018/1/4,1,淡水,34,2745.895839,0,1,高
2018/1/4,1,林口,47,2449.048938,0,0,高
2018/1/4,1,菜寮,55,23484.00735,0,0,高
2018/1/4,1,汐止,76,2941.086468,0,1,高
2018/1/4,1,新莊,56,21457.80142,0,1,高
2018/1/4,1,板橋,66,23950.64823,0,1,高
2018/1/4,1,土城,74,8141.271989,0,1,高
2018/1/4,1,新店,72,2533.901688,0,1,高
2018/1/4,1,萬里,58,329.5992427,1,1,低
2018/1/4,1,桃園,57,12062.8,0,0,高
2018/1/4,1,大園,36,961.3,0,0,中
2018/1/4,1,平鎮,60,4738.8,0,1,高
2018/1/4,1,龍潭,86,1735.9,0,0,中
2018/1/4,1,新竹,85,6620.7,0,1,高
2018/1/4,1,湖口,63,1510.5,0,1,中
2018/1/4,1,竹東,104,1866.8,0,1,中
2018/1/4,1,苗栗,104,2361.2,0,1,高
2018/1/4,1,三義,138,209.4,0,1,低
2018/1/4,1,西屯,134,6068.2,0,0,高
2018/1/4,1,忠明,142,5531.2,0,1,高
2018/1/4,1,豐原,141,3707.3,0,1,高
2018/1/4,1,沙鹿,96,2114.1,0,1,高
2018/1/4,1,大里,130,7279.1,0,1,高
2018/1/4,1,彰化,141,3506.0,0,1,高
2018/1/4,1,二林,84,507.2,0,0,中
2018/1/4,1,南投,159,1458.5,1,0,中
2018/1/4,1,竹山,161,199.9,1,0,低
2018/1/4,1,崙背,109,377.7,0,1,低
2018/1/4,1,斗六,157,1149.5,0,0,中
2018/1/4,1,嘉義,155,4353.4,0,1,高
2018/1/4,1,新港,124,438.9,0,1,低
2018/1/4,1,朴子,111,798.9,0,0,中
2018/1/4,1,安南,152,1746.4,0,1,中
2018/1/4,1,臺南,140,14553.4,0,0,高
2018/1/4,1,新營,143,1891.2,0,1,中
2018/1/4,1,善化,124,756.6,0,0,中
2018/1/4,1,楠梓,152,7691.5,0,0,高
2018/1/4,1,左營,142,11048.2,0,1,高
2018/1/4,1,前金,153,13156.3,0,1,高
2018/1/4,1,小港,136,3671.1,0,0,高
2018/1/4,1,美濃,101,268.1,0,1,低
2018/1/4,1,仁武,136,2145.2,0,0,高
2018/1/4,1,大寮,133,1657.3,0,0,中
2018/1/4,1,林園,109,2148.8,0,0,高
2018/1/4,1,屏東,136,3055.3,0,0,高
2018/1/4,1,潮州,152,1165.0,0,1,中
2018/1/4,1,恆春,40,198.5,1,1,低
2018/1/4,1,宜蘭,44,3196.1,1,0,高
2018/1/4,1,冬山,31,633.1,1,0,中
2018/1/4,1,花蓮,30,94.3,1,1,低
2018/1/4,1,臺東,37,1010.0,1,0,中
2018/1/4,1,馬祖,25,683.5,0,1,中
2018/1/4,1,金門,61,793.4,1,1,中
2018/1/4,1,馬公,35,1664.3,1,1,中
2018/1/5,1,基隆,32,4960.5,0,1,高
2018/1/5,1,士林,30,4268.66,0,1,高
2018/1/5,1,中山,32,15150.13,0,1,高
2018/1/5,1,松山,26,21938.76,0,1,高
2018/1/5,1,萬華,28,23176.76,0,1,高
2018/1/5,1,古亭,27,25113.01,0,1,高
2018/1/5,1,淡水,25,2745.895839,0,1,高
2018/1/5,1,林口,27,2449.048938,0,0,高
2018/1/5,1,菜寮,26,23484.00735,0,0,高
2018/1/5,1,汐止,36,2941.086468,0,1,高
2018/1/5,1,新莊,30,21457.80142,0,1,高
2018/1/5,1,板橋,36,23950.64823,0,1,高
2018/1/5,1,土城,28,8141.271989,0,1,高
2018/1/5,1,新店,29,2533.901688,0,1,高
2018/1/5,1,萬里,39,329.5992427,1,1,低
2018/1/5,1,桃園,29,12062.8,0,0,高
2018/1/5,1,大園,29,961.3,0,0,中
2018/1/5,1,平鎮,28,4738.8,0,1,高
2018/1/5,1,龍潭,25,1735.9,0,0,中
2018/1/5,1,新竹,36,6620.7,0,1,高
2018/1/5,1,湖口,28,1510.5,0,1,中
2018/1/5,1,竹東,45,1866.8,0,1,中
2018/1/5,1,苗栗,49,2361.2,0,1,高
2018/1/5,1,三義,23,209.4,0,1,低
2018/1/5,1,西屯,46,6068.2,0,0,高
2018/1/5,1,忠明,46,5531.2,0,1,高
2018/1/5,1,豐原,29,3707.3,0,1,高
2018/1/5,1,沙鹿,48,2114.1,0,1,高
2018/1/5,1,大里,38,7279.1,0,1,高
2018/1/5,1,彰化,40,3506.0,0,1,高
2018/1/5,1,二林,57,507.2,0,0,中
2018/1/5,1,南投,77,1458.5,1,0,中
2018/1/5,1,竹山,90,199.9,1,0,低
2018/1/5,1,崙背,68,377.7,0,1,低
2018/1/5,1,斗六,60,1149.5,0,0,中
2018/1/5,1,嘉義,88,4353.4,0,1,高
2018/1/5,1,新港,63,438.9,0,1,低
2018/1/5,1,朴子,63,798.9,0,0,中
2018/1/5,1,安南,76,1746.4,0,1,中
2018/1/5,1,臺南,73,14553.4,0,0,高
2018/1/5,1,新營,70,1891.2,0,1,中
2018/1/5,1,善化,74,756.6,0,0,中
2018/1/5,1,楠梓,92,7691.5,0,0,高
2018/1/5,1,左營,84,11048.2,0,1,高
2018/1/5,1,前金,105,13156.3,0,1,高
2018/1/5,1,小港,103,3671.1,0,0,高
2018/1/5,1,美濃,69,268.1,0,1,低
2018/1/5,1,仁武,70,2145.2,0,0,高
2018/1/5,1,大寮,97,1657.3,0,0,中
2018/1/5,1,林園,72,2148.8,0,0,高
2018/1/5,1,屏東,73,3055.3,0,0,高
2018/1/5,1,潮州,100,1165.0,0,1,中
2018/1/5,1,恆春,36,198.5,1,1,低
2018/1/5,1,宜蘭,35,3196.1,1,0,高
2018/1/5,1,冬山,31,633.1,1,0,中
2018/1/5,1,花蓮,33,94.3,1,1,低
2018/1/5,1,臺東,24,1010.0,1,0,中
2018/1/5,1,馬祖,40,683.5,0,1,中
2018/1/5,1,金門,82,793.4,1,1,中
2018/1/5,1,馬公,32,1664.3,1,1,中
2018/1/6,1,基隆,35,4960.5,0,1,高
2018/1/6,1,士林,35,4268.66,0,1,高
2018/1/6,1,中山,30,15150.13,0,1,高
2018/1/6,1,松山,31,21938.76,0,1,高
2018/1/6,1,萬華,30,23176.76,0,1,高
2018/1/6,1,古亭,31,25113.01,0,1,高
2018/1/6,1,淡水,26,2745.895839,0,1,高
2018/1/6,1,林口,33,2449.048938,0,0,高
2018/1/6,1,菜寮,30,23484.00735,0,0,高
2018/1/6,1,汐止,32,2941.086468,0,1,高
2018/1/6,1,新莊,32,21457.80142,0,1,高
2018/1/6,1,板橋,31,23950.64823,0,1,高
2018/1/6,1,土城,31,8141.271989,0,1,高
2018/1/6,1,新店,33,2533.901688,0,1,高
2018/1/6,1,萬里,41,329.5992427,1,1,低
2018/1/6,1,桃園,30,12062.8,0,0,高
2018/1/6,1,大園,29,961.3,0,0,中
2018/1/6,1,平鎮,30,4738.8,0,1,高
2018/1/6,1,龍潭,31,1735.9,0,0,中
2018/1/6,1,新竹,27,6620.7,0,1,高
2018/1/6,1,湖口,31,1510.5,0,1,中
2018/1/6,1,竹東,32,1866.8,0,1,中
2018/1/6,1,苗栗,29,2361.2,0,1,高
2018/1/6,1,三義,22,209.4,0,1,低
2018/1/6,1,西屯,33,6068.2,0,0,高
2018/1/6,1,忠明,36,5531.2,0,1,高
2018/1/6,1,豐原,28,3707.3,0,1,高
2018/1/6,1,沙鹿,29,2114.1,0,1,高
2018/1/6,1,大里,34,7279.1,0,1,高
2018/1/6,1,彰化,31,3506.0,0,1,高
2018/1/6,1,二林,45,507.2,0,0,中
2018/1/6,1,南投,56,1458.5,1,0,中
2018/1/6,1,竹山,79,199.9,1,0,低
2018/1/6,1,崙背,53,377.7,0,1,低
2018/1/6,1,斗六,34,1149.5,0,0,中
2018/1/6,1,嘉義,68,4353.4,0,1,高
2018/1/6,1,新港,45,438.9,0,1,低
2018/1/6,1,朴子,30,798.9,0,0,中
2018/1/6,1,安南,66,1746.4,0,1,中
2018/1/6,1,臺南,63,14553.4,0,0,高
2018/1/6,1,新營,51,1891.2,0,1,中
2018/1/6,1,善化,66,756.6,0,0,中
2018/1/6,1,楠梓,90,7691.5,0,0,高
2018/1/6,1,左營,93,11048.2,0,1,高
2018/1/6,1,前金,101,13156.3,0,1,高
2018/1/6,1,小港,105,3671.1,0,0,高
2018/1/6,1,美濃,61,268.1,0,1,低
2018/1/6,1,仁武,84,2145.2,0,0,高
2018/1/6,1,大寮,108,1657.3,0,0,中
2018/1/6,1,林園,71,2148.8,0,0,高
2018/1/6,1,屏東,92,3055.3,0,0,高
2018/1/6,1,潮州,134,1165.0,0,1,中
2018/1/6,1,恆春,39,198.5,1,1,低
2018/1/6,1,宜蘭,33,3196.1,1,0,高
2018/1/6,1,冬山,30,633.1,1,0,中
2018/1/6,1,花蓮,25,94.3,1,1,低
2018/1/6,1,臺東,22,1010.0,1,0,中
2018/1/6,1,馬祖,45,683.5,0,1,中
2018/1/6,1,金門,43,793.4,1,1,中
2018/1/6,1,馬公,34,1664.3,1,1,中
2018/1/7,1,基隆,35,4960.5,0,1,高
2018/1/7,1,士林,31,4268.66,0,1,高
2018/1/7,1,中山,36,15150.13,0,1,高
2018/1/7,1,松山,32,21938.76,0,1,高
2018/1/7,1,萬華,39,23176.76,0,1,高
2018/1/7,1,古亭,36,25113.01,0,1,高
2018/1/7,1,淡水,28,2745.895839,0,1,高
2018/1/7,1,林口,36,2449.048938,0,0,高
2018/1/7,1,菜寮,34,23484.00735,0,0,高
2018/1/7,1,汐止,34,2941.086468,0,1,高
2018/1/7,1,新莊,35,21457.80142,0,1,高
2018/1/7,1,板橋,35,23950.64823,0,1,高
2018/1/7,1,土城,36,8141.271989,0,1,高
2018/1/7,1,新店,33,2533.901688,0,1,高
2018/1/7,1,萬里,40,329.5992427,1,1,低
2018/1/7,1,桃園,31,12062.8,0,0,高
2018/1/7,1,大園,33,961.3,0,0,中
2018/1/7,1,平鎮,32,4738.8,0,1,高
2018/1/7,1,龍潭,34,1735.9,0,0,中
2018/1/7,1,新竹,34,6620.7,0,1,高
2018/1/7,1,湖口,38,1510.5,0,1,中
2018/1/7,1,竹東,33,1866.8,0,1,中
2018/1/7,1,苗栗,34,2361.2,0,1,高
2018/1/7,1,三義,41,209.4,0,1,低
2018/1/7,1,西屯,37,6068.2,0,0,高
2018/1/7,1,忠明,31,5531.2,0,1,高
2018/1/7,1,豐原,33,3707.3,0,1,高
2018/1/7,1,沙鹿,38,2114.1,0,1,高
2018/1/7,1,大里,28,7279.1,0,1,高
2018/1/7,1,彰化,28,3506.0,0,1,高
2018/1/7,1,二林,34,507.2,0,0,中
2018/1/7,1,南投,29,1458.5,1,0,中
2018/1/7,1,竹山,46,199.9,1,0,低
2018/1/7,1,崙背,34,377.7,0,1,低
2018/1/7,1,斗六,29,1149.5,0,0,中
2018/1/7,1,嘉義,35,4353.4,0,1,高
2018/1/7,1,新港,32,438.9,0,1,低
2018/1/7,1,朴子,36,798.9,0,0,中
2018/1/7,1,安南,35,1746.4,0,1,中
2018/1/7,1,臺南,37,14553.4,0,0,高
2018/1/7,1,新營,44,1891.2,0,1,中
2018/1/7,1,善化,36,756.6,0,0,中
2018/1/7,1,楠梓,69,7691.5,0,0,高
2018/1/7,1,左營,54,11048.2,0,1,高
2018/1/7,1,前金,68,13156.3,0,1,高
2018/1/7,1,小港,68,3671.1,0,0,高
2018/1/7,1,美濃,55,268.1,0,1,低
2018/1/7,1,仁武,54,2145.2,0,0,高
2018/1/7,1,大寮,90,1657.3,0,0,中
2018/1/7,1,林園,49,2148.8,0,0,高
2018/1/7,1,屏東,65,3055.3,0,0,高
2018/1/7,1,潮州,113,1165.0,0,1,中
2018/1/7,1,恆春,41,198.5,1,1,低
2018/1/7,1,宜蘭,38,3196.1,1,0,高
2018/1/7,1,冬山,31,633.1,1,0,中
2018/1/7,1,花蓮,28,94.3,1,1,低
2018/1/7,1,臺東,25,1010.0,1,0,中
2018/1/7,1,馬祖,41,683.5,0,1,中
2018/1/7,1,金門,49,793.4,1,1,中
2018/1/7,1,馬公,36,1664.3,1,1,中
2018/1/8,1,基隆,26,4960.5,0,1,高
2018/1/8,1,士林,36,4268.66,0,1,高
2018/1/8,1,中山,39,15150.13,0,1,高
2018/1/8,1,松山,35,21938.76,0,1,高
2018/1/8,1,萬華,40,23176.76,0,1,高
2018/1/8,1,古亭,38,25113.01,0,1,高
2018/1/8,1,淡水,30,2745.895839,0,1,高
2018/1/8,1,林口,38,2449.048938,0,0,高
2018/1/8,1,菜寮,36,23484.00735,0,0,高
2018/1/8,1,汐止,33,2941.086468,0,1,高
2018/1/8,1,新莊,31,21457.80142,0,1,高
2018/1/8,1,板橋,36,23950.64823,0,1,高
2018/1/8,1,土城,31,8141.271989,0,1,高
2018/1/8,1,新店,39,2533.901688,0,1,高
2018/1/8,1,萬里,31,329.5992427,1,1,低
2018/1/8,1,桃園,34,12062.8,0,0,高
2018/1/8,1,大園,38,961.3,0,0,中
2018/1/8,1,平鎮,36,4738.8,0,1,高
2018/1/8,1,龍潭,27,1735.9,0,0,中
2018/1/8,1,新竹,29,6620.7,0,1,高
2018/1/8,1,湖口,27,1510.5,0,1,中
2018/1/8,1,竹東,31,1866.8,0,1,中
2018/1/8,1,苗栗,25,2361.2,0,1,高
2018/1/8,1,三義,24,209.4,0,1,低
2018/1/8,1,西屯,43,6068.2,0,0,高
2018/1/8,1,忠明,37,5531.2,0,1,高
2018/1/8,1,豐原,44,3707.3,0,1,高
2018/1/8,1,沙鹿,39,2114.1,0,1,高
2018/1/8,1,大里,42,7279.1,0,1,高
2018/1/8,1,彰化,48,3506.0,0,1,高
2018/1/8,1,二林,57,507.2,0,0,中
2018/1/8,1,南投,52,1458.5,1,0,中
2018/1/8,1,竹山,55,199.9,1,0,低
2018/1/8,1,崙背,54,377.7,0,1,低
2018/1/8,1,斗六,32,1149.5,0,0,中
2018/1/8,1,嘉義,40,4353.4,0,1,高
2018/1/8,1,新港,37,438.9,0,1,低
2018/1/8,1,朴子,34,798.9,0,0,中
2018/1/8,1,安南,49,1746.4,0,1,中
2018/1/8,1,臺南,43,14553.4,0,0,高
2018/1/8,1,新營,46,1891.2,0,1,中
2018/1/8,1,善化,40,756.6,0,0,中
2018/1/8,1,楠梓,65,7691.5,0,0,高
2018/1/8,1,左營,54,11048.2,0,1,高
2018/1/8,1,前金,58,13156.3,0,1,高
2018/1/8,1,小港,52,3671.1,0,0,高
2018/1/8,1,美濃,42,268.1,0,1,低
2018/1/8,1,仁武,44,2145.2,0,0,高
2018/1/8,1,大寮,82,1657.3,0,0,中
2018/1/8,1,林園,57,2148.8,0,0,高
2018/1/8,1,屏東,60,3055.3,0,0,高
2018/1/8,1,潮州,85,1165.0,0,1,中
2018/1/8,1,恆春,36,198.5,1,1,低
2018/1/8,1,宜蘭,24,3196.1,1,0,高
2018/1/8,1,冬山,23,633.1,1,0,中
2018/1/8,1,花蓮,24,94.3,1,1,低
2018/1/8,1,臺東,24,1010.0,1,0,中
2018/1/8,1,馬祖,32,683.5,0,1,中
2018/1/8,1,金門,46,793.4,1,1,中
2018/1/8,1,馬公,25,1664.3,1,1,中
2018/1/9,1,基隆,68,4960.5,0,1,高
2018/1/9,1,士林,56,4268.66,0,1,高
2018/1/9,1,中山,60,15150.13,0,1,高
2018/1/9,1,松山,62,21938.76,0,1,高
2018/1/9,1,萬華,60,23176.76,0,1,高
2018/1/9,1,古亭,58,25113.01,0,1,高
2018/1/9,1,淡水,64,2745.895839,0,1,高
2018/1/9,1,林口,63,2449.048938,0,0,高
2018/1/9,1,菜寮,60,23484.00735,0,0,高
2018/1/9,1,汐止,74,2941.086468,0,1,高
2018/1/9,1,新莊,60,21457.80142,0,1,高
2018/1/9,1,板橋,74,23950.64823,0,1,高
2018/1/9,1,土城,66,8141.271989,0,1,高
2018/1/9,1,新店,68,2533.901688,0,1,高
2018/1/9,1,萬里,69,329.5992427,1,1,低
2018/1/9,1,桃園,71,12062.8,0,0,高
2018/1/9,1,大園,58,961.3,0,0,中
2018/1/9,1,平鎮,58,4738.8,0,1,高
2018/1/9,1,龍潭,67,1735.9,0,0,中
2018/1/9,1,新竹,66,6620.7,0,1,高
2018/1/9,1,湖口,65,1510.5,0,1,中
2018/1/9,1,竹東,62,1866.8,0,1,中
2018/1/9,1,苗栗,66,2361.2,0,1,高
2018/1/9,1,三義,51,209.4,0,1,低
2018/1/9,1,西屯,48,6068.2,0,0,高
2018/1/9,1,忠明,39,5531.2,0,1,高
2018/1/9,1,豐原,30,3707.3,0,1,高
2018/1/9,1,沙鹿,51,2114.1,0,1,高
2018/1/9,1,大里,34,7279.1,0,1,高
2018/1/9,1,彰化,51,3506.0,0,1,高
2018/1/9,1,二林,63,507.2,0,0,中
2018/1/9,1,南投,53,1458.5,1,0,中
2018/1/9,1,竹山,54,199.9,1,0,低
2018/1/9,1,崙背,61,377.7,0,1,低
2018/1/9,1,斗六,40,1149.5,0,0,中
2018/1/9,1,嘉義,51,4353.4,0,1,高
2018/1/9,1,新港,55,438.9,0,1,低
2018/1/9,1,朴子,43,798.9,0,0,中
2018/1/9,1,安南,44,1746.4,0,1,中
2018/1/9,1,臺南,44,14553.4,0,0,高
2018/1/9,1,新營,43,1891.2,0,1,中
2018/1/9,1,善化,40,756.6,0,0,中
2018/1/9,1,楠梓,54,7691.5,0,0,高
2018/1/9,1,左營,53,11048.2,0,1,高
2018/1/9,1,前金,48,13156.3,0,1,高
2018/1/9,1,小港,48,3671.1,0,0,高
2018/1/9,1,美濃,24,268.1,0,1,低
2018/1/9,1,仁武,30,2145.2,0,0,高
2018/1/9,1,大寮,60,1657.3,0,0,中
2018/1/9,1,林園,38,2148.8,0,0,高
2018/1/9,1,屏東,25,3055.3,0,0,高
2018/1/9,1,潮州,41,1165.0,0,1,中
2018/1/9,1,恆春,39,198.5,1,1,低
2018/1/9,1,宜蘭,57,3196.1,1,0,高
2018/1/9,1,冬山,42,633.1,1,0,中
2018/1/9,1,花蓮,52,94.3,1,1,低
2018/1/9,1,臺東,36,1010.0,1,0,中
2018/1/9,1,馬祖,79,683.5,0,1,中
2018/1/9,1,金門,62,793.4,1,1,中
2018/1/9,1,馬公,45,1664.3,1,1,中
2018/1/10,1,基隆,48,4960.5,0,1,高
